cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
indian,city_3,android,returning,promo_2,turmeric,hot,Fri,high
american,city_19,web,new,promo_2,onion,medium,Wed,low
mexican,city_4,ios,vip,promo_6,onion,mild,Sat,mid
chinese,city_14,android,family,promo_1,sesame,hot,Sat,mid
american,city_6,web,budget,promo_2,onion,mild,Wed,high
mediterranean,city_8,desktop_app,returning,none,basil,mild,Thu,mid
vietnamese,city_5,ios,returning,none,garlic,medium,Wed,mid
thai,city_7,android,returning,promo_7,garlic,mild,Thu,mid
japanese,city_10,android,family,promo_2,soy,extra_hot,Sat,mid
indian,city_8,desktop_app,new,promo_6,yogurt,hot,Tue,high
mediterranean,city_17,desktop_app,new,none,yogurt,mild,Sun,high
korean,city_5,ios,new,promo_1,garlic,none,Wed,mid
mexican,city_20,tablet,family,promo_8,onion,medium,Wed,mid
american,city_14,ios,student,promo_8,cheese,extra_hot,Sun,low
mexican,city_4,android,budget,promo_1,tomato,medium,Tue,low
mexican,city_19,web,vip,none,onion,medium,Tue,mid
american,city_9,android,student,promo_8,tomato,medium,Sat,mid
korean,city_13,web,family,promo_1,miso,extra_hot,Fri,mid
thai,city_16,android,returning,promo_6,lemon,mild,Fri,mid
mexican,city_2,web,student,promo_5,cilantro,medium,Thu,low
italian,city_6,ios,new,promo_4,cheese,none,Fri,high
mexican,city_1,web,budget,promo_3,lemon,mild,Wed,low
indian,city_5,web,family,promo_7,yogurt,hot,Sat,very_high
indian,city_2,tablet,vip,promo_6,mint,medium,Wed,high
japanese,city_13,android,vip,promo_5,garlic,extra_hot,Thu,high
vietnamese,city_7,ios,returning,promo_6,basil,medium,Mon,mid
mediterranean,city_17,tablet,family,promo_6,cheese,mild,Thu,mid
italian,city_8,desktop_app,new,promo_5,lemon,none,Tue,high
italian,city_13,desktop_app,student,none,lemon,mild,Sun,mid
indian,city_10,desktop_app,new,promo_5,mint,medium,Fri,high
indian,city_2,desktop_app,new,promo_8,mint,hot,Sat,high
american,city_5,ios,returning,promo_5,lemon,none,Sat,high
mediterranean,city_2,ios,family,promo_3,basil,mild,Sun,mid
chinese,city_13,web,budget,promo_3,ginger,extra_hot,Tue,mid
korean,city_16,ios,new,promo_5,soy,extra_hot,Tue,mid
mexican,city_15,android,returning,promo_8,tomato,medium,Sat,mid
mediterranean,city_2,desktop_app,vip,none,basil,none,Wed,high
chinese,city_2,ios,family,promo_7,sesame,hot,Wed,mid
chinese,city_8,web,student,promo_7,miso,medium,Sun,high
chinese,city_18,android,vip,promo_5,sesame,none,Mon,mid
chinese,city_17,ios,budget,none,ginger,none,Wed,high
italian,city_1,web,vip,promo_2,basil,mild,Wed,mid
thai,city_8,android,budget,promo_8,cilantro,medium,Tue,low
mediterranean,city_16,web,new,promo_2,oregano,mild,Sun,high
indian,city_11,android,new,promo_7,yogurt,medium,Sat,high
thai,city_11,web,budget,promo_6,basil,hot,Wed,high
mediterranean,city_13,android,family,promo_5,tomato,medium,Wed,mid
american,city_17,ios,family,none,tomato,mild,Sat,mid
italian,city_13,desktop_app,family,none,oregano,none,Fri,mid
japanese,city_1,web,returning,promo_3,soy,hot,Mon,mid
mexican,city_7,web,vip,promo_4,cilantro,hot,Sun,low
chinese,city_14,web,family,promo_6,soy,mild,Wed,mid
mediterranean,city_6,tablet,new,promo_6,oregano,none,Wed,mid
mexican,city_4,desktop_app,new,promo_2,onion,hot,Fri,mid
italian,city_4,android,budget,promo_5,yogurt,medium,Sat,high
chinese,city_18,android,vip,none,garlic,none,Mon,high
korean,city_13,ios,new,none,soy,hot,Sat,very_high
vietnamese,city_14,android,budget,promo_4,basil,mild,Mon,low
japanese,city_14,android,returning,none,sesame,medium,Thu,very_high
korean,city_8,web,budget,promo_7,miso,hot,Mon,mid
indian,city_3,android,vip,promo_7,turmeric,medium,Sat,high
mexican,city_10,tablet,family,promo_7,onion,medium,Thu,mid
japanese,city_20,android,budget,none,ginger,extra_hot,Thu,high
vietnamese,city_1,ios,family,promo_5,lemon,medium,Sun,mid
vietnamese,city_17,android,returning,promo_7,cilantro,medium,Thu,low
chinese,city_3,web,new,promo_7,ginger,mild,Sun,very_high
italian,city_20,android,vip,none,yogurt,none,Fri,mid
japanese,city_20,web,new,promo_4,ginger,mild,Fri,high
japanese,city_2,web,new,promo_4,soy,extra_hot,Wed,mid
mexican,city_4,android,returning,promo_3,tomato,hot,Fri,low
mediterranean,city_13,tablet,family,promo_6,cheese,none,Fri,high
italian,city_15,ios,student,promo_4,basil,mild,Sat,mid
chinese,city_7,android,returning,promo_8,sesame,none,Thu,mid
italian,city_6,android,returning,promo_4,cheese,mild,Sat,high
chinese,city_18,ios,family,none,miso,mild,Tue,mid
thai,city_14,android,returning,promo_6,basil,hot,Sun,mid
chinese,city_3,android,family,none,garlic,extra_hot,Tue,mid
mediterranean,city_3,tablet,returning,promo_6,basil,medium,Tue,high
vietnamese,city_11,android,new,none,lemon,medium,Sat,mid
indian,city_12,desktop_app,vip,promo_3,yogurt,hot,Thu,very_high
mexican,city_1,ios,family,none,onion,hot,Wed,low
vietnamese,city_20,ios,new,promo_8,garlic,hot,Thu,mid
american,city_17,web,budget,promo_1,lemon,extra_hot,Sat,mid
american,city_15,web,family,promo_2,garlic,hot,Sat,low
japanese,city_12,ios,returning,promo_5,ginger,mild,Sat,mid
thai,city_12,web,vip,promo_5,cilantro,mild,Sat,high
chinese,city_19,ios,returning,promo_8,ginger,none,Fri,mid
indian,city_13,ios,returning,promo_7,cumin,medium,Tue,very_high
thai,city_14,web,vip,promo_6,garlic,medium,Fri,mid
japanese,city_7,ios,vip,promo_1,sesame,mild,Fri,mid
chinese,city_1,ios,returning,promo_8,garlic,mild,Sat,mid
american,city_9,ios,vip,promo_3,lemon,medium,Wed,mid
mexican,city_9,web,budget,promo_8,chili,medium,Sat,mid
japanese,city_19,android,vip,promo_6,soy,hot,Tue,mid
korean,city_5,ios,new,promo_4,ginger,mild,Wed,mid
thai,city_7,android,new,promo_5,garlic,medium,Fri,low
mediterranean,city_4,web,vip,promo_5,yogurt,mild,Wed,mid
thai,city_15,android,budget,promo_8,garlic,mild,Wed,low
mexican,city_7,web,vip,promo_8,tomato,medium,Wed,mid
italian,city_5,android,vip,promo_8,lemon,none,Thu,mid
thai,city_16,android,student,none,garlic,medium,Tue,high
chinese,city_9,web,new,promo_5,sesame,none,Mon,mid
japanese,city_14,ios,family,none,sesame,extra_hot,Fri,mid
thai,city_10,web,vip,promo_7,garlic,medium,Wed,mid
american,city_1,android,budget,none,cheese,medium,Mon,high
vietnamese,city_3,android,family,promo_8,cilantro,medium,Wed,low
thai,city_9,android,student,promo_2,lemon,hot,Wed,low
mexican,city_12,web,vip,promo_7,chili,medium,Sun,low
vietnamese,city_5,ios,student,promo_6,fish_sauce,mild,Wed,low
chinese,city_4,web,new,promo_4,sesame,medium,Sat,very_high
thai,city_14,android,new,promo_4,fish_sauce,mild,Tue,mid
thai,city_15,android,vip,none,fish_sauce,hot,Sat,mid
american,city_4,web,new,promo_4,lemon,mild,Mon,high
indian,city_2,web,budget,promo_4,turmeric,hot,Tue,very_high
chinese,city_1,web,new,promo_5,sesame,medium,Fri,mid
japanese,city_12,ios,returning,promo_7,miso,mild,Thu,very_high
thai,city_10,android,student,promo_8,garlic,hot,Thu,low
thai,city_9,web,student,promo_1,garlic,hot,Fri,low
indian,city_15,desktop_app,new,promo_2,yogurt,medium,Wed,high
mexican,city_7,tablet,budget,promo_6,onion,hot,Sun,mid
thai,city_12,android,new,promo_4,fish_sauce,hot,Tue,mid
italian,city_10,ios,student,promo_6,yogurt,medium,Sun,mid
japanese,city_1,ios,vip,promo_5,sesame,mild,Sun,mid
korean,city_5,ios,vip,promo_8,sesame,extra_hot,Fri,mid
indian,city_18,desktop_app,budget,promo_7,cumin,hot,Fri,high
mexican,city_18,web,vip,promo_6,lemon,hot,Fri,low
indian,city_20,web,family,promo_5,turmeric,hot,Sun,mid
vietnamese,city_1,web,family,promo_5,cilantro,medium,Wed,low
chinese,city_13,ios,vip,none,sesame,none,Mon,high
korean,city_17,android,budget,promo_8,sesame,hot,Thu,high
thai,city_4,web,new,promo_6,basil,medium,Mon,low
indian,city_11,ios,vip,promo_4,cumin,extra_hot,Mon,mid
japanese,city_5,android,family,promo_6,garlic,extra_hot,Fri,high
american,city_8,web,budget,none,lemon,mild,Mon,high
thai,city_3,android,budget,promo_7,basil,medium,Wed,high
mexican,city_2,android,vip,none,onion,mild,Thu,low
korean,city_2,ios,new,none,ginger,hot,Thu,high
chinese,city_10,android,vip,promo_4,soy,hot,Fri,mid
vietnamese,city_20,android,new,promo_5,fish_sauce,hot,Fri,mid
italian,city_14,ios,new,promo_1,lemon,none,Sun,high
indian,city_8,android,vip,promo_3,turmeric,extra_hot,Sat,mid
mexican,city_17,ios,budget,promo_6,tomato,mild,Sun,high
mexican,city_16,desktop_app,student,promo_1,tomato,medium,Wed,high
thai,city_3,android,family,promo_8,cilantro,hot,Sun,mid
korean,city_20,ios,new,promo_1,miso,mild,Fri,mid
mexican,city_7,android,new,promo_8,chili,medium,Fri,low
japanese,city_19,web,student,promo_8,soy,hot,Mon,mid
indian,city_11,tablet,budget,promo_5,turmeric,medium,Tue,high
indian,city_12,tablet,student,promo_1,yogurt,medium,Sun,very_high
thai,city_11,web,family,promo_4,garlic,medium,Sun,mid
thai,city_3,android,family,promo_2,garlic,mild,Sun,low
italian,city_5,android,vip,promo_6,oregano,medium,Sat,high
indian,city_15,web,returning,promo_7,yogurt,medium,Tue,mid
vietnamese,city_6,android,family,promo_6,cilantro,mild,Sun,low
mediterranean,city_1,web,family,promo_7,tomato,medium,Thu,mid
mexican,city_18,ios,vip,promo_4,lemon,medium,Sun,low
chinese,city_17,android,vip,promo_6,miso,none,Mon,mid
american,city_3,web,new,promo_8,garlic,extra_hot,Tue,high
mediterranean,city_2,ios,vip,promo_5,yogurt,mild,Wed,very_high
vietnamese,city_15,ios,vip,promo_7,cilantro,medium,Tue,low
mediterranean,city_19,tablet,vip,promo_8,tomato,mild,Sun,mid
mediterranean,city_4,ios,student,promo_6,basil,none,Sat,mid
american,city_3,ios,vip,promo_7,cheese,medium,Thu,mid
indian,city_4,web,student,none,yogurt,extra_hot,Thu,high
italian,city_2,ios,family,none,oregano,medium,Mon,mid
italian,city_4,tablet,returning,promo_2,basil,medium,Wed,mid
japanese,city_13,android,budget,none,garlic,extra_hot,Tue,high
mediterranean,city_15,android,budget,promo_4,tomato,none,Fri,high
thai,city_9,ios,returning,none,basil,hot,Wed,mid
italian,city_12,tablet,new,promo_2,yogurt,none,Wed,high
italian,city_14,android,student,promo_6,oregano,mild,Sat,mid
indian,city_11,web,family,promo_8,yogurt,medium,Thu,mid
american,city_13,web,returning,none,garlic,none,Wed,high
chinese,city_7,android,returning,promo_6,ginger,medium,Thu,mid
indian,city_14,web,budget,none,yogurt,medium,Tue,high
thai,city_13,android,student,promo_8,garlic,hot,Thu,mid
italian,city_1,android,new,promo_7,oregano,none,Sat,high
mexican,city_20,web,budget,none,cilantro,medium,Tue,mid
korean,city_16,ios,returning,promo_5,ginger,hot,Tue,high
american,city_13,android,new,promo_1,garlic,hot,Sat,low
chinese,city_11,ios,vip,promo_3,ginger,extra_hot,Fri,high
mexican,city_7,android,new,promo_3,tomato,medium,Sat,mid
thai,city_9,android,vip,promo_4,lemon,mild,Mon,high
italian,city_14,tablet,vip,promo_6,basil,mild,Tue,high
italian,city_17,web,returning,promo_6,cheese,medium,Thu,mid
american,city_18,web,vip,promo_3,lemon,mild,Sun,low
vietnamese,city_15,ios,family,promo_6,basil,hot,Wed,mid
mexican,city_3,tablet,vip,promo_7,lemon,medium,Sun,low
korean,city_19,web,vip,none,ginger,none,Thu,mid
mediterranean,city_11,desktop_app,vip,promo_7,yogurt,none,Thu,mid
thai,city_5,ios,budget,none,fish_sauce,medium,Sat,high
chinese,city_2,web,family,promo_7,soy,mild,Thu,high
mexican,city_10,tablet,returning,promo_8,chili,hot,Mon,low
chinese,city_7,web,new,promo_4,garlic,extra_hot,Tue,mid
japanese,city_6,android,vip,promo_8,soy,none,Mon,very_high
italian,city_14,ios,returning,promo_3,oregano,none,Sun,mid
chinese,city_3,ios,budget,promo_7,soy,none,Wed,high
chinese,city_2,android,new,promo_2,garlic,hot,Tue,high
chinese,city_19,android,new,promo_4,sesame,extra_hot,Wed,high
thai,city_9,ios,new,promo_4,garlic,medium,Thu,low
korean,city_9,ios,budget,none,soy,medium,Sun,high
thai,city_17,ios,new,promo_5,fish_sauce,medium,Tue,mid
japanese,city_14,web,new,promo_1,soy,hot,Fri,high
vietnamese,city_2,android,returning,promo_4,basil,medium,Sun,mid
italian,city_18,ios,budget,promo_7,basil,medium,Wed,mid
american,city_2,web,student,promo_4,onion,extra_hot,Tue,low
mexican,city_17,ios,returning,promo_6,onion,medium,Thu,mid
american,city_8,web,student,promo_2,garlic,hot,Sat,mid
thai,city_17,ios,new,promo_5,lemon,hot,Sat,low
american,city_13,android,student,promo_1,tomato,extra_hot,Sun,mid
vietnamese,city_2,web,new,promo_1,garlic,hot,Fri,low
mexican,city_4,android,student,promo_8,cilantro,mild,Fri,low
korean,city_8,ios,returning,promo_4,garlic,medium,Sat,mid
chinese,city_5,ios,new,promo_3,garlic,medium,Thu,high
chinese,city_10,ios,student,promo_4,sesame,none,Thu,mid
indian,city_3,web,new,promo_8,yogurt,hot,Fri,high
thai,city_10,android,vip,promo_8,cilantro,mild,Wed,high
italian,city_6,android,returning,promo_5,oregano,mild,Sat,mid
mexican,city_17,web,returning,promo_6,cilantro,hot,Sat,mid
italian,city_5,desktop_app,family,promo_2,cheese,mild,Thu,mid
thai,city_16,android,new,none,basil,medium,Mon,low
american,city_11,android,budget,promo_5,garlic,mild,Wed,mid
indian,city_13,web,family,promo_2,mint,hot,Mon,very_high
japanese,city_13,android,new,none,soy,mild,Sat,very_high
indian,city_1,web,family,promo_1,mint,hot,Sat,mid
chinese,city_18,ios,student,promo_6,sesame,hot,Fri,high
vietnamese,city_5,android,student,promo_3,fish_sauce,medium,Sat,low
mediterranean,city_10,web,returning,promo_2,lemon,none,Fri,mid
indian,city_11,tablet,student,promo_4,onion,extra_hot,Fri,very_high
korean,city_11,ios,vip,promo_1,garlic,medium,Fri,very_high
chinese,city_12,android,budget,promo_2,miso,mild,Mon,very_high
vietnamese,city_5,android,student,promo_6,cilantro,medium,Mon,low
chinese,city_11,ios,student,promo_4,garlic,none,Tue,mid
chinese,city_11,ios,budget,promo_1,sesame,hot,Fri,very_high
mediterranean,city_1,android,student,promo_4,basil,none,Thu,mid
thai,city_19,web,family,promo_6,garlic,medium,Tue,mid
american,city_4,web,new,promo_5,tomato,none,Mon,mid
chinese,city_16,ios,family,promo_3,ginger,none,Wed,mid
chinese,city_6,ios,family,promo_1,soy,extra_hot,Fri,high
american,city_9,web,returning,none,cheese,extra_hot,Fri,mid
korean,city_16,android,family,promo_5,sesame,extra_hot,Tue,high
mediterranean,city_17,android,budget,promo_2,cheese,medium,Wed,high
mexican,city_10,tablet,new,promo_3,lemon,medium,Sun,low
japanese,city_5,ios,returning,promo_1,miso,mild,Mon,mid
italian,city_13,android,budget,none,lemon,mild,Sun,mid
american,city_14,android,new,promo_4,lemon,medium,Sat,high
italian,city_14,tablet,family,promo_4,basil,none,Thu,high
american,city_5,ios,new,promo_8,tomato,mild,Fri,mid
vietnamese,city_18,web,new,promo_6,fish_sauce,hot,Tue,mid
japanese,city_14,ios,returning,promo_7,garlic,none,Wed,high
japanese,city_20,ios,family,promo_4,ginger,medium,Tue,high
vietnamese,city_17,android,student,promo_5,lemon,medium,Thu,low
korean,city_3,android,returning,promo_1,sesame,mild,Fri,mid
chinese,city_9,web,student,promo_2,miso,none,Mon,very_high
mexican,city_19,tablet,budget,none,onion,hot,Fri,high
indian,city_3,web,family,promo_2,turmeric,hot,Tue,high
japanese,city_13,ios,returning,promo_1,miso,hot,Mon,mid
italian,city_16,tablet,budget,promo_7,tomato,mild,Wed,high
japanese,city_10,ios,new,promo_5,soy,hot,Sun,high
mexican,city_12,desktop_app,new,promo_2,cilantro,medium,Mon,mid
indian,city_3,desktop_app,returning,promo_1,mint,medium,Mon,very_high
japanese,city_6,web,family,promo_1,soy,mild,Mon,mid
mediterranean,city_9,tablet,new,promo_7,basil,none,Wed,mid
italian,city_4,desktop_app,returning,promo_4,cheese,mild,Wed,mid
thai,city_20,ios,new,promo_1,basil,mild,Sun,low
chinese,city_18,ios,returning,none,miso,extra_hot,Sun,very_high
thai,city_8,ios,vip,promo_5,basil,mild,Sun,mid
thai,city_13,ios,returning,promo_5,basil,mild,Mon,mid
mediterranean,city_8,desktop_app,new,promo_6,basil,none,Thu,mid
mediterranean,city_14,desktop_app,family,promo_2,yogurt,none,Wed,mid
thai,city_4,web,returning,promo_5,fish_sauce,mild,Sun,low
italian,city_19,tablet,vip,promo_7,cheese,mild,Sat,mid
thai,city_2,android,returning,promo_7,lemon,mild,Sat,mid
chinese,city_14,web,vip,promo_6,miso,extra_hot,Sun,mid
mediterranean,city_4,desktop_app,vip,promo_1,tomato,none,Sat,mid
vietnamese,city_5,ios,vip,promo_1,basil,mild,Sun,low
vietnamese,city_13,ios,family,promo_7,cilantro,mild,Tue,low
italian,city_19,tablet,vip,promo_8,tomato,none,Mon,high
italian,city_13,android,family,promo_8,tomato,none,Sun,mid
american,city_12,web,student,promo_1,cheese,mild,Sun,low
chinese,city_14,web,vip,none,soy,none,Wed,mid
korean,city_6,web,student,promo_3,ginger,mild,Fri,mid
american,city_7,web,family,promo_5,garlic,none,Tue,mid
mexican,city_19,desktop_app,student,promo_8,cilantro,medium,Mon,high
mexican,city_11,web,new,promo_7,cilantro,hot,Sat,low
mediterranean,city_10,desktop_app,student,promo_6,oregano,medium,Tue,mid
vietnamese,city_7,ios,budget,promo_5,basil,mild,Mon,high
indian,city_8,tablet,vip,promo_4,onion,medium,Mon,mid
american,city_14,ios,student,promo_4,tomato,mild,Thu,mid
mexican,city_6,ios,family,promo_2,lemon,medium,Mon,low
chinese,city_18,android,new,promo_7,garlic,medium,Wed,mid
thai,city_10,ios,new,promo_5,fish_sauce,mild,Wed,high
japanese,city_5,ios,budget,promo_6,ginger,none,Mon,high
japanese,city_14,web,returning,promo_6,miso,extra_hot,Tue,mid
korean,city_15,web,new,none,soy,medium,Fri,high
chinese,city_12,android,vip,none,garlic,extra_hot,Mon,mid
japanese,city_18,ios,returning,promo_4,miso,extra_hot,Sat,high
mexican,city_12,tablet,student,promo_8,lemon,medium,Sun,high
mexican,city_18,ios,family,promo_5,onion,mild,Fri,low
american,city_8,web,budget,promo_8,tomato,extra_hot,Sun,mid
mexican,city_5,web,budget,promo_3,chili,hot,Tue,mid
italian,city_17,ios,returning,promo_4,yogurt,mild,Mon,high
american,city_4,ios,student,promo_2,cheese,mild,Fri,low
vietnamese,city_6,android,family,promo_4,basil,hot,Mon,high
chinese,city_7,android,family,none,sesame,medium,Fri,mid
american,city_7,android,vip,promo_2,garlic,extra_hot,Thu,mid
japanese,city_10,web,returning,none,miso,medium,Sat,mid
mediterranean,city_18,desktop_app,new,promo_7,oregano,none,Thu,mid
american,city_6,web,returning,promo_3,onion,none,Wed,mid
american,city_1,android,budget,promo_7,tomato,none,Fri,mid
vietnamese,city_2,android,budget,promo_8,garlic,medium,Sun,mid
mediterranean,city_20,web,budget,promo_6,basil,none,Tue,high
thai,city_13,ios,budget,promo_2,cilantro,mild,Thu,high
vietnamese,city_13,android,family,promo_8,cilantro,medium,Mon,high
american,city_2,ios,student,promo_2,cheese,none,Wed,low
american,city_19,web,family,promo_3,garlic,none,Fri,high
italian,city_19,ios,returning,promo_2,tomato,none,Thu,high
italian,city_10,web,new,promo_7,basil,medium,Tue,mid
american,city_6,web,vip,promo_2,garlic,none,Mon,mid
chinese,city_8,web,family,none,garlic,none,Sun,mid
korean,city_4,web,vip,promo_5,garlic,extra_hot,Sun,very_high
vietnamese,city_2,android,student,promo_5,fish_sauce,medium,Sun,mid
american,city_16,web,vip,promo_7,onion,mild,Wed,mid
japanese,city_2,android,vip,promo_2,soy,hot,Sun,high
vietnamese,city_15,ios,student,none,garlic,medium,Fri,high
italian,city_18,android,family,promo_6,oregano,none,Fri,very_high
italian,city_9,tablet,student,promo_3,lemon,none,Tue,mid
mexican,city_12,ios,returning,promo_5,lemon,medium,Sat,low
american,city_18,web,returning,promo_1,lemon,hot,Wed,low
indian,city_8,tablet,budget,promo_2,turmeric,hot,Fri,mid
thai,city_9,ios,returning,promo_6,basil,hot,Sat,low
japanese,city_12,ios,budget,none,sesame,mild,Fri,high
thai,city_19,ios,family,promo_3,basil,medium,Wed,high
mexican,city_17,tablet,budget,promo_8,lemon,hot,Wed,mid
japanese,city_9,ios,vip,none,sesame,extra_hot,Sat,mid
american,city_18,android,returning,promo_3,cheese,extra_hot,Thu,mid
american,city_9,android,vip,promo_2,tomato,mild,Sun,mid
korean,city_16,ios,returning,promo_5,miso,hot,Sat,mid
indian,city_12,ios,vip,promo_3,cumin,hot,Sun,mid
korean,city_2,web,family,promo_8,miso,none,Mon,very_high
italian,city_18,ios,vip,promo_1,tomato,none,Mon,mid
vietnamese,city_16,ios,vip,promo_3,fish_sauce,hot,Fri,low
american,city_13,web,budget,promo_4,lemon,extra_hot,Fri,mid
japanese,city_1,android,student,promo_7,soy,none,Fri,mid
chinese,city_1,ios,new,promo_4,garlic,extra_hot,Sun,mid
mexican,city_18,web,budget,promo_2,onion,medium,Tue,mid
american,city_4,android,vip,promo_8,onion,extra_hot,Wed,mid
italian,city_4,android,returning,promo_8,basil,mild,Tue,high
mexican,city_11,android,new,promo_5,chili,medium,Thu,low
mediterranean,city_8,tablet,family,promo_8,cheese,mild,Mon,mid
american,city_16,android,budget,promo_6,onion,hot,Tue,high
italian,city_11,tablet,vip,promo_8,oregano,none,Thu,mid
american,city_17,web,student,promo_1,lemon,hot,Wed,mid
vietnamese,city_18,android,student,promo_4,cilantro,medium,Wed,mid
indian,city_13,ios,student,none,turmeric,hot,Mon,high
indian,city_3,android,returning,promo_4,yogurt,extra_hot,Fri,mid
american,city_3,web,family,promo_6,cheese,medium,Mon,mid
thai,city_4,web,vip,promo_2,fish_sauce,medium,Thu,low
american,city_15,android,returning,promo_8,onion,extra_hot,Sat,mid
japanese,city_13,android,returning,promo_6,sesame,mild,Thu,high
thai,city_14,android,student,none,lemon,medium,Thu,mid
korean,city_12,android,student,promo_4,sesame,mild,Sun,very_high
japanese,city_6,ios,student,promo_1,miso,none,Fri,mid
italian,city_13,tablet,budget,promo_5,lemon,mild,Tue,high
mexican,city_9,ios,family,promo_7,cilantro,medium,Tue,low
indian,city_16,android,vip,promo_4,turmeric,medium,Thu,high
american,city_3,android,new,none,onion,none,Wed,mid
korean,city_11,web,student,promo_3,miso,hot,Thu,high
mexican,city_2,android,family,promo_2,cilantro,medium,Wed,mid
american,city_10,web,returning,promo_5,tomato,hot,Sat,low
thai,city_8,ios,vip,promo_4,garlic,medium,Mon,high
japanese,city_18,ios,family,promo_3,ginger,none,Fri,very_high
korean,city_5,ios,budget,promo_4,ginger,medium,Tue,mid
mexican,city_19,android,new,promo_8,cilantro,hot,Fri,high
vietnamese,city_4,web,returning,promo_5,fish_sauce,medium,Wed,low
vietnamese,city_11,android,vip,promo_3,garlic,medium,Fri,mid
korean,city_9,ios,budget,promo_5,soy,medium,Wed,high
thai,city_6,ios,returning,promo_8,cilantro,hot,Tue,high
indian,city_5,tablet,new,none,mint,medium,Tue,high
indian,city_19,desktop_app,budget,promo_2,mint,hot,Sun,high
mexican,city_3,web,vip,promo_3,chili,medium,Sun,low
thai,city_20,android,vip,promo_4,cilantro,hot,Fri,low
mediterranean,city_20,tablet,vip,promo_1,lemon,none,Wed,mid
american,city_14,web,vip,none,garlic,none,Sat,low
mediterranean,city_18,tablet,new,none,tomato,mild,Sun,mid
american,city_16,ios,budget,promo_5,onion,mild,Tue,mid
italian,city_13,tablet,returning,promo_7,lemon,none,Mon,high
mexican,city_14,web,new,promo_3,lemon,medium,Fri,low
indian,city_7,web,budget,promo_7,onion,hot,Mon,high
indian,city_19,tablet,new,promo_7,turmeric,hot,Thu,high
japanese,city_9,web,family,promo_3,miso,hot,Wed,mid
thai,city_8,ios,vip,none,cilantro,medium,Sun,mid
chinese,city_10,android,budget,promo_4,ginger,none,Thu,high
chinese,city_3,web,student,promo_1,soy,medium,Mon,mid
vietnamese,city_4,ios,student,promo_2,garlic,medium,Mon,mid
mexican,city_4,desktop_app,budget,promo_5,lemon,medium,Wed,mid
mexican,city_2,web,vip,promo_5,lemon,medium,Mon,mid
mediterranean,city_13,desktop_app,family,promo_8,tomato,mild,Sun,mid
italian,city_4,web,returning,none,basil,none,Fri,mid
vietnamese,city_2,android,budget,promo_2,lemon,mild,Thu,low
mediterranean,city_18,web,returning,promo_3,tomato,mild,Wed,mid
italian,city_8,tablet,budget,promo_5,oregano,medium,Sat,mid
mexican,city_12,android,new,promo_8,lemon,hot,Fri,low
korean,city_17,ios,vip,promo_3,miso,hot,Thu,high
chinese,city_9,ios,returning,promo_1,sesame,mild,Sun,mid
american,city_11,web,vip,promo_1,onion,mild,Mon,mid
italian,city_14,web,vip,promo_4,tomato,mild,Sat,mid
thai,city_16,ios,family,promo_4,basil,hot,Thu,low
korean,city_18,ios,budget,none,miso,extra_hot,Thu,high
mediterranean,city_12,web,student,promo_5,tomato,none,Sat,mid
vietnamese,city_8,ios,vip,promo_1,cilantro,medium,Wed,low
korean,city_17,ios,budget,promo_5,miso,medium,Sun,mid
vietnamese,city_6,android,family,promo_4,basil,hot,Mon,low
japanese,city_1,web,family,promo_2,garlic,medium,Wed,high
thai,city_10,ios,budget,promo_6,fish_sauce,medium,Tue,mid
vietnamese,city_2,android,vip,promo_2,basil,mild,Sat,mid
korean,city_19,ios,returning,none,sesame,none,Sat,very_high
chinese,city_14,ios,budget,promo_1,ginger,mild,Mon,mid
mexican,city_11,web,returning,promo_3,lemon,hot,Fri,mid
korean,city_1,ios,new,none,garlic,hot,Fri,mid
american,city_20,web,family,none,lemon,mild,Sun,low
indian,city_3,android,student,promo_5,yogurt,medium,Fri,mid
thai,city_12,ios,returning,promo_7,cilantro,medium,Tue,high
indian,city_13,android,family,promo_3,mint,hot,Mon,mid
american,city_4,android,new,promo_8,lemon,extra_hot,Tue,mid
mediterranean,city_5,tablet,student,promo_6,basil,none,Wed,high
thai,city_11,ios,returning,promo_2,garlic,medium,Thu,mid
mediterranean,city_18,desktop_app,budget,promo_1,basil,medium,Wed,high
chinese,city_16,web,vip,promo_8,miso,medium,Wed,mid
thai,city_14,android,vip,promo_6,basil,hot,Sun,low
italian,city_7,web,vip,promo_4,tomato,mild,Sun,mid
japanese,city_13,ios,family,promo_6,garlic,medium,Fri,mid
mexican,city_14,tablet,family,promo_5,tomato,medium,Wed,high
mexican,city_4,web,student,promo_8,lemon,medium,Wed,mid
american,city_20,android,returning,promo_4,garlic,hot,Thu,mid
mexican,city_11,desktop_app,student,promo_4,cilantro,hot,Sat,low
italian,city_8,web,returning,promo_6,tomato,medium,Wed,mid
japanese,city_5,web,budget,none,miso,mild,Fri,high
vietnamese,city_3,android,new,promo_2,basil,hot,Thu,high
mediterranean,city_14,ios,new,promo_1,yogurt,mild,Fri,very_high
thai,city_20,android,student,promo_6,cilantro,hot,Sat,high
japanese,city_16,ios,vip,promo_4,soy,extra_hot,Wed,mid
indian,city_18,desktop_app,new,promo_1,yogurt,extra_hot,Fri,high
japanese,city_6,web,student,promo_6,sesame,hot,Wed,mid
japanese,city_19,web,family,promo_3,sesame,none,Thu,mid
mediterranean,city_8,web,vip,promo_4,oregano,mild,Sat,high
