cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
vietnamese,city_8,ios,vip,promo_7,fish_sauce,medium,Sun,low
american,city_15,ios,family,none,lemon,medium,Mon,mid
italian,city_5,android,returning,promo_1,tomato,mild,Mon,mid
mexican,city_13,desktop_app,returning,promo_2,onion,mild,Wed,mid
mexican,city_6,web,new,promo_4,onion,medium,Sun,mid
mediterranean,city_4,android,student,promo_3,tomato,mild,Tue,mid
indian,city_18,android,vip,promo_5,onion,extra_hot,Mon,mid
chinese,city_8,android,returning,promo_7,garlic,extra_hot,Wed,high
chinese,city_19,ios,new,none,sesame,extra_hot,Wed,very_high
italian,city_14,ios,budget,promo_4,oregano,none,Sun,mid
vietnamese,city_14,web,vip,promo_7,garlic,medium,Sun,high
mediterranean,city_13,android,family,promo_5,tomato,medium,Tue,mid
thai,city_5,ios,new,promo_1,basil,mild,Wed,high
thai,city_2,ios,vip,promo_2,garlic,medium,Wed,mid
indian,city_12,android,family,promo_6,mint,hot,Sat,high
mexican,city_15,web,family,promo_2,cilantro,medium,Thu,high
american,city_2,android,vip,promo_1,garlic,extra_hot,Sat,high
mediterranean,city_9,android,student,promo_6,lemon,mild,Wed,mid
american,city_5,web,vip,none,cheese,hot,Mon,high
korean,city_4,ios,returning,promo_2,sesame,extra_hot,Mon,mid
japanese,city_4,ios,new,promo_1,soy,medium,Mon,high
japanese,city_19,ios,new,promo_6,miso,none,Thu,mid
chinese,city_17,ios,new,promo_7,sesame,mild,Sat,mid
thai,city_12,android,family,promo_3,cilantro,hot,Tue,mid
american,city_1,web,family,promo_6,lemon,mild,Thu,high
italian,city_14,tablet,budget,none,oregano,mild,Sat,mid
korean,city_19,web,student,promo_3,soy,extra_hot,Sun,high
mediterranean,city_3,tablet,budget,none,basil,medium,Mon,high
mexican,city_12,desktop_app,student,promo_1,tomato,hot,Fri,mid
chinese,city_10,ios,student,promo_3,miso,none,Tue,high
chinese,city_7,ios,vip,promo_6,sesame,none,Tue,mid
korean,city_6,web,returning,promo_2,soy,mild,Sat,mid
indian,city_20,tablet,returning,promo_8,onion,medium,Tue,high
italian,city_9,android,vip,promo_3,yogurt,none,Sat,mid
chinese,city_20,ios,new,promo_2,sesame,mild,Thu,high
indian,city_17,ios,family,promo_1,onion,medium,Mon,high
italian,city_8,android,budget,promo_7,tomato,mild,Tue,high
italian,city_20,desktop_app,returning,promo_6,oregano,medium,Sat,mid
mediterranean,city_13,android,budget,promo_2,tomato,none,Tue,mid
vietnamese,city_9,ios,returning,promo_8,basil,mild,Mon,mid
mediterranean,city_13,desktop_app,student,promo_5,yogurt,mild,Sun,very_high
chinese,city_10,ios,student,promo_8,soy,hot,Mon,very_high
vietnamese,city_15,ios,budget,promo_1,lemon,hot,Tue,low
indian,city_8,web,student,promo_2,turmeric,medium,Mon,high
chinese,city_19,ios,family,promo_6,garlic,hot,Mon,mid
vietnamese,city_16,ios,student,promo_7,garlic,medium,Sat,mid
american,city_9,web,family,promo_2,cheese,mild,Sat,low
mexican,city_1,tablet,budget,promo_1,lemon,medium,Sun,low
indian,city_7,android,family,promo_4,onion,hot,Sun,mid
chinese,city_13,android,new,promo_8,sesame,none,Thu,mid
korean,city_1,ios,returning,none,miso,hot,Mon,mid
mexican,city_12,web,returning,promo_3,chili,mild,Sun,low
japanese,city_12,web,new,promo_2,sesame,medium,Tue,very_high
italian,city_13,ios,returning,none,oregano,mild,Fri,very_high
vietnamese,city_18,web,budget,promo_3,garlic,medium,Tue,mid
korean,city_3,web,budget,promo_3,soy,extra_hot,Thu,mid
chinese,city_14,android,budget,promo_4,ginger,medium,Tue,mid
indian,city_18,desktop_app,new,promo_3,cumin,medium,Tue,mid
italian,city_5,android,vip,promo_2,lemon,medium,Mon,mid
japanese,city_13,ios,vip,promo_6,ginger,mild,Mon,high
american,city_17,ios,vip,promo_3,cheese,medium,Mon,high
vietnamese,city_11,web,family,promo_2,lemon,mild,Wed,low
chinese,city_9,web,family,none,miso,medium,Tue,mid
korean,city_18,android,family,promo_7,miso,extra_hot,Wed,mid
indian,city_16,ios,vip,promo_8,onion,hot,Sat,mid
thai,city_15,ios,budget,promo_4,cilantro,hot,Fri,mid
vietnamese,city_19,ios,new,none,garlic,medium,Mon,mid
mexican,city_8,web,returning,none,tomato,hot,Sat,high
japanese,city_14,ios,family,promo_4,soy,extra_hot,Wed,mid
american,city_17,android,budget,none,tomato,medium,Wed,high
korean,city_11,web,family,promo_7,sesame,mild,Mon,high
indian,city_20,ios,returning,promo_1,onion,hot,Tue,mid
italian,city_16,ios,returning,promo_7,oregano,none,Mon,high
mediterranean,city_2,android,budget,none,tomato,none,Tue,mid
vietnamese,city_10,android,family,promo_6,basil,hot,Sun,mid
vietnamese,city_18,android,budget,promo_1,fish_sauce,mild,Sat,low
thai,city_6,ios,family,promo_7,garlic,medium,Wed,low
mediterranean,city_4,desktop_app,budget,promo_4,basil,mild,Sun,very_high
mediterranean,city_13,web,vip,promo_4,cheese,none,Fri,mid
mexican,city_11,ios,new,promo_1,chili,hot,Tue,low
american,city_19,ios,student,none,cheese,hot,Sat,low
american,city_14,web,budget,promo_4,garlic,hot,Thu,high
italian,city_14,tablet,family,promo_6,tomato,mild,Thu,high
american,city_19,web,budget,promo_1,garlic,extra_hot,Sat,mid
indian,city_14,android,student,promo_5,onion,hot,Sat,mid
vietnamese,city_18,web,new,promo_2,lemon,mild,Thu,low
indian,city_1,tablet,new,promo_2,mint,medium,Fri,mid
thai,city_13,android,budget,promo_1,lemon,mild,Fri,high
mexican,city_10,web,new,promo_4,chili,medium,Wed,high
chinese,city_20,ios,new,promo_2,garlic,hot,Wed,mid
thai,city_18,android,family,promo_6,lemon,mild,Sun,low
vietnamese,city_3,ios,returning,promo_6,basil,hot,Thu,mid
korean,city_10,web,family,promo_5,ginger,extra_hot,Thu,mid
chinese,city_2,ios,returning,promo_6,garlic,hot,Sun,mid
japanese,city_6,ios,family,promo_1,garlic,none,Fri,high
mexican,city_7,desktop_app,family,promo_3,tomato,mild,Tue,mid
thai,city_1,ios,new,promo_5,garlic,hot,Thu,low
vietnamese,city_2,ios,family,promo_4,lemon,medium,Sat,mid
chinese,city_9,web,family,promo_6,sesame,mild,Tue,high
chinese,city_6,android,vip,promo_5,miso,hot,Thu,mid
thai,city_6,android,budget,promo_7,lemon,mild,Mon,mid
chinese,city_19,web,vip,promo_4,soy,mild,Sat,high
italian,city_1,android,vip,promo_5,tomato,mild,Thu,high
american,city_10,android,student,none,tomato,medium,Tue,low
korean,city_18,ios,vip,promo_5,miso,none,Wed,mid
mexican,city_14,desktop_app,new,promo_5,tomato,hot,Fri,mid
mexican,city_10,web,returning,promo_3,onion,hot,Wed,mid
mediterranean,city_15,android,new,promo_5,basil,mild,Wed,mid
vietnamese,city_4,web,new,promo_4,garlic,medium,Fri,low
thai,city_3,android,budget,promo_8,cilantro,hot,Sat,mid
japanese,city_17,ios,student,promo_7,garlic,none,Sat,mid
mediterranean,city_3,ios,family,none,basil,none,Mon,very_high
indian,city_12,tablet,vip,promo_3,mint,medium,Sun,high
mediterranean,city_12,ios,returning,none,yogurt,mild,Fri,high
chinese,city_8,android,family,none,soy,hot,Thu,mid
thai,city_20,android,budget,promo_6,fish_sauce,medium,Mon,low
mediterranean,city_9,ios,vip,none,lemon,medium,Wed,high
korean,city_1,android,vip,promo_1,miso,medium,Wed,mid
american,city_15,web,student,promo_3,cheese,hot,Sat,high
vietnamese,city_8,ios,budget,promo_7,lemon,hot,Sat,mid
mediterranean,city_13,android,family,promo_2,oregano,mild,Thu,very_high
american,city_4,ios,family,promo_7,onion,none,Thu,mid
chinese,city_19,ios,returning,none,soy,extra_hot,Fri,very_high
mediterranean,city_10,android,student,promo_2,cheese,none,Sat,mid
mexican,city_19,web,new,promo_7,onion,hot,Sun,mid
italian,city_8,desktop_app,returning,promo_6,yogurt,mild,Wed,mid
american,city_5,web,vip,promo_8,tomato,extra_hot,Sat,high
italian,city_2,desktop_app,family,promo_1,tomato,none,Thu,high
thai,city_15,ios,budget,promo_1,basil,medium,Mon,mid
chinese,city_18,ios,budget,promo_7,miso,hot,Fri,mid
mediterranean,city_5,android,budget,promo_3,basil,mild,Fri,mid
mediterranean,city_4,ios,new,promo_4,yogurt,none,Tue,mid
indian,city_14,desktop_app,family,none,mint,hot,Mon,mid
italian,city_4,ios,student,promo_8,yogurt,medium,Sun,mid
korean,city_13,web,budget,promo_1,sesame,none,Sat,very_high
italian,city_12,tablet,returning,promo_7,tomato,none,Sun,mid
vietnamese,city_18,android,returning,promo_5,lemon,mild,Tue,low
italian,city_1,desktop_app,returning,promo_5,cheese,none,Fri,mid
chinese,city_12,ios,vip,promo_8,ginger,hot,Tue,mid
thai,city_10,android,family,promo_6,garlic,mild,Fri,high
chinese,city_14,web,family,promo_4,garlic,medium,Sun,mid
korean,city_6,android,student,promo_2,garlic,extra_hot,Mon,high
chinese,city_4,ios,family,none,soy,hot,Tue,mid
american,city_11,android,budget,none,cheese,extra_hot,Sun,mid
italian,city_13,web,returning,promo_6,lemon,none,Sat,mid
mediterranean,city_13,tablet,budget,promo_6,yogurt,mild,Wed,high
chinese,city_4,web,vip,promo_1,sesame,hot,Tue,mid
korean,city_8,ios,budget,promo_7,ginger,extra_hot,Thu,mid
japanese,city_18,android,vip,promo_4,sesame,none,Sat,mid
mediterranean,city_12,web,family,promo_4,oregano,none,Tue,mid
american,city_20,android,student,promo_8,cheese,mild,Mon,high
american,city_8,android,returning,promo_6,garlic,extra_hot,Sat,high
american,city_11,web,new,promo_2,onion,hot,Mon,mid
korean,city_7,web,returning,promo_7,ginger,medium,Thu,very_high
american,city_16,web,vip,promo_4,cheese,none,Wed,mid
vietnamese,city_7,ios,vip,promo_7,garlic,hot,Sun,mid
mexican,city_10,android,student,promo_2,tomato,hot,Wed,high
thai,city_19,ios,new,promo_6,cilantro,mild,Fri,high
japanese,city_14,ios,vip,promo_8,miso,mild,Fri,high
japanese,city_2,web,family,promo_5,miso,none,Sat,mid
korean,city_2,web,family,promo_4,ginger,none,Fri,high
mediterranean,city_9,tablet,vip,promo_4,tomato,none,Wed,mid
japanese,city_6,ios,vip,none,miso,extra_hot,Thu,high
korean,city_1,ios,new,promo_4,ginger,mild,Thu,mid
indian,city_20,android,student,promo_7,cumin,hot,Thu,high
japanese,city_17,ios,budget,promo_3,miso,none,Tue,mid
indian,city_4,android,new,promo_2,turmeric,hot,Mon,high
thai,city_12,ios,budget,promo_5,lemon,mild,Sun,mid
italian,city_8,ios,returning,none,basil,none,Mon,high
mediterranean,city_18,ios,vip,promo_8,oregano,mild,Wed,mid
italian,city_12,web,new,promo_2,basil,medium,Sun,mid
mexican,city_2,ios,returning,promo_8,cilantro,hot,Thu,low
japanese,city_11,web,budget,promo_1,ginger,mild,Thu,mid
american,city_2,android,student,none,garlic,hot,Mon,low
mexican,city_10,tablet,returning,promo_2,cilantro,medium,Sun,low
mexican,city_9,ios,vip,promo_7,cilantro,medium,Mon,mid
thai,city_5,android,budget,promo_2,lemon,mild,Thu,mid
japanese,city_17,android,budget,promo_2,garlic,mild,Sun,high
japanese,city_11,web,returning,none,sesame,medium,Wed,mid
korean,city_8,ios,returning,promo_3,miso,extra_hot,Mon,high
italian,city_1,desktop_app,returning,promo_3,basil,none,Thu,very_high
mexican,city_7,web,family,promo_3,chili,medium,Sat,mid
italian,city_7,ios,vip,promo_2,tomato,medium,Mon,mid
american,city_20,web,returning,promo_7,onion,hot,Tue,mid
american,city_4,web,family,none,tomato,hot,Thu,mid
mediterranean,city_20,desktop_app,returning,promo_6,tomato,mild,Mon,mid
chinese,city_12,ios,family,promo_1,miso,extra_hot,Thu,high
thai,city_8,web,returning,promo_4,fish_sauce,hot,Tue,mid
vietnamese,city_9,web,budget,promo_5,lemon,medium,Mon,mid
thai,city_15,ios,family,promo_8,basil,hot,Sat,mid
italian,city_2,android,family,promo_7,oregano,none,Mon,mid
chinese,city_5,web,returning,promo_8,garlic,medium,Tue,high
indian,city_16,tablet,vip,promo_2,turmeric,medium,Thu,mid
chinese,city_1,web,vip,promo_4,ginger,none,Wed,very_high
thai,city_7,ios,returning,promo_5,fish_sauce,medium,Tue,mid
chinese,city_6,web,budget,promo_8,soy,extra_hot,Tue,mid
japanese,city_3,web,student,promo_8,sesame,extra_hot,Thu,mid
vietnamese,city_11,ios,student,promo_6,cilantro,medium,Tue,mid
mexican,city_3,web,budget,promo_8,chili,mild,Wed,low
indian,city_2,tablet,new,promo_2,mint,hot,Fri,mid
indian,city_1,web,family,none,mint,hot,Sun,very_high
japanese,city_17,android,budget,promo_3,sesame,medium,Fri,high
american,city_12,android,budget,promo_6,tomato,medium,Wed,high
mexican,city_13,web,budget,none,cilantro,medium,Wed,high
japanese,city_16,web,budget,promo_2,garlic,extra_hot,Tue,mid
italian,city_18,desktop_app,new,promo_8,oregano,mild,Tue,mid
mediterranean,city_7,tablet,budget,promo_4,oregano,mild,Tue,very_high
indian,city_3,android,new,promo_7,mint,hot,Sun,mid
korean,city_17,web,returning,promo_4,garlic,none,Tue,high
vietnamese,city_10,ios,budget,none,cilantro,hot,Sun,mid
vietnamese,city_9,ios,student,promo_7,lemon,medium,Sat,high
mediterranean,city_9,tablet,returning,none,tomato,none,Mon,mid
vietnamese,city_10,web,budget,promo_1,fish_sauce,medium,Wed,low
mexican,city_20,desktop_app,returning,promo_4,onion,medium,Sat,low
mediterranean,city_5,tablet,student,promo_3,yogurt,mild,Thu,mid
vietnamese,city_13,web,student,none,fish_sauce,hot,Thu,mid
italian,city_19,android,returning,promo_2,basil,none,Mon,mid
indian,city_17,android,student,promo_4,mint,medium,Sat,high
chinese,city_14,ios,budget,promo_3,sesame,mild,Wed,mid
mexican,city_3,web,student,promo_6,onion,mild,Thu,low
american,city_4,web,student,promo_8,cheese,none,Sun,mid
mexican,city_5,web,family,promo_3,onion,hot,Sat,low
thai,city_6,ios,budget,promo_3,basil,medium,Fri,mid
italian,city_19,ios,family,none,basil,mild,Sat,mid
chinese,city_10,web,vip,promo_7,sesame,extra_hot,Fri,high
italian,city_6,ios,vip,promo_6,tomato,medium,Wed,mid
american,city_19,ios,new,promo_4,onion,extra_hot,Tue,low
chinese,city_18,ios,student,promo_2,sesame,extra_hot,Thu,very_high
indian,city_5,desktop_app,new,promo_4,yogurt,hot,Sat,mid
indian,city_18,ios,budget,promo_3,turmeric,medium,Thu,mid
italian,city_5,web,returning,promo_7,cheese,mild,Fri,high
korean,city_19,web,student,promo_7,miso,medium,Tue,mid
american,city_14,web,vip,promo_2,cheese,extra_hot,Thu,high
chinese,city_6,android,vip,promo_5,miso,none,Tue,mid
japanese,city_4,ios,returning,promo_2,ginger,medium,Sun,very_high
indian,city_8,web,budget,promo_1,onion,medium,Sun,high
american,city_9,web,family,promo_8,tomato,hot,Sat,mid
indian,city_8,ios,family,promo_2,onion,hot,Thu,very_high
american,city_10,ios,family,promo_1,onion,extra_hot,Mon,low
korean,city_11,web,family,promo_6,ginger,extra_hot,Sun,high
mediterranean,city_18,tablet,vip,promo_6,basil,mild,Tue,mid
thai,city_2,web,new,promo_8,lemon,medium,Tue,low
italian,city_6,desktop_app,new,promo_3,cheese,mild,Sun,high
korean,city_17,ios,budget,promo_5,sesame,hot,Thu,high
italian,city_14,tablet,returning,promo_5,yogurt,none,Mon,mid
vietnamese,city_11,android,student,promo_6,fish_sauce,mild,Mon,low
mediterranean,city_17,tablet,returning,promo_5,tomato,medium,Thu,mid
american,city_14,android,returning,promo_1,lemon,extra_hot,Sat,mid
indian,city_6,android,returning,promo_2,turmeric,hot,Mon,mid
thai,city_17,ios,budget,none,lemon,hot,Fri,low
thai,city_17,ios,budget,promo_6,fish_sauce,mild,Sat,mid
italian,city_3,android,budget,promo_8,basil,mild,Tue,mid
italian,city_19,desktop_app,student,promo_4,basil,mild,Tue,mid
mexican,city_6,ios,new,promo_5,chili,medium,Sun,low
indian,city_11,tablet,budget,promo_6,cumin,extra_hot,Sat,high
korean,city_18,web,new,promo_7,garlic,mild,Thu,mid
italian,city_8,ios,returning,promo_1,tomato,mild,Thu,mid
mexican,city_16,tablet,vip,promo_8,lemon,mild,Fri,low
chinese,city_16,ios,vip,none,garlic,hot,Wed,high
vietnamese,city_15,ios,new,promo_4,garlic,medium,Mon,mid
mediterranean,city_8,tablet,returning,promo_8,oregano,mild,Sun,mid
korean,city_13,android,returning,none,ginger,mild,Sun,mid
korean,city_14,ios,student,promo_5,garlic,extra_hot,Tue,mid
mediterranean,city_18,tablet,family,promo_2,oregano,none,Sun,high
mediterranean,city_18,android,budget,none,tomato,mild,Mon,high
chinese,city_19,web,new,promo_5,garlic,hot,Fri,mid
vietnamese,city_5,ios,new,promo_1,cilantro,medium,Sun,high
vietnamese,city_20,ios,returning,promo_5,cilantro,medium,Thu,low
mediterranean,city_4,tablet,budget,none,basil,medium,Tue,mid
italian,city_1,tablet,vip,promo_3,oregano,mild,Tue,very_high
indian,city_15,ios,vip,promo_2,mint,medium,Sun,mid
thai,city_7,android,new,promo_6,cilantro,hot,Mon,mid
thai,city_4,ios,returning,promo_4,fish_sauce,hot,Sat,low
chinese,city_18,web,returning,none,ginger,none,Mon,high
vietnamese,city_8,web,new,none,fish_sauce,hot,Mon,low
japanese,city_13,web,family,promo_5,ginger,medium,Mon,high
indian,city_5,desktop_app,family,none,turmeric,hot,Sun,mid
japanese,city_12,android,vip,promo_6,garlic,medium,Sun,very_high
thai,city_19,web,budget,promo_7,cilantro,mild,Sat,low
mexican,city_4,tablet,family,promo_2,chili,mild,Wed,high
thai,city_20,android,new,none,lemon,hot,Tue,mid
american,city_3,android,family,promo_3,onion,medium,Fri,low
indian,city_20,tablet,budget,promo_7,cumin,medium,Thu,mid
mexican,city_14,tablet,family,promo_7,cilantro,medium,Mon,low
chinese,city_6,web,vip,promo_8,miso,extra_hot,Mon,mid
italian,city_3,ios,family,promo_4,tomato,medium,Wed,mid
mexican,city_2,tablet,new,promo_2,lemon,mild,Sun,low
japanese,city_11,ios,budget,promo_1,soy,none,Wed,high
japanese,city_8,ios,budget,promo_4,sesame,none,Thu,mid
mediterranean,city_7,tablet,new,promo_8,lemon,medium,Thu,mid
chinese,city_7,android,new,none,miso,none,Wed,high
mediterranean,city_4,ios,budget,promo_8,cheese,mild,Sat,high
mexican,city_3,ios,budget,promo_5,lemon,hot,Wed,low
mediterranean,city_1,android,returning,promo_3,basil,none,Thu,mid
mexican,city_14,desktop_app,budget,promo_6,cilantro,medium,Mon,high
thai,city_11,android,vip,promo_2,cilantro,medium,Tue,mid
italian,city_12,android,family,promo_5,tomato,mild,Sun,high
chinese,city_9,ios,vip,promo_4,sesame,medium,Mon,mid
vietnamese,city_2,ios,student,promo_8,basil,mild,Tue,mid
mediterranean,city_13,tablet,returning,promo_2,basil,medium,Sat,mid
indian,city_12,tablet,new,promo_8,turmeric,hot,Sun,very_high
mexican,city_14,android,family,promo_6,onion,hot,Sun,low
thai,city_19,ios,returning,promo_5,basil,mild,Fri,low
korean,city_12,ios,vip,none,soy,extra_hot,Wed,mid
american,city_6,android,vip,promo_7,onion,hot,Wed,low
japanese,city_2,ios,budget,promo_3,garlic,medium,Sat,very_high
mediterranean,city_1,ios,student,promo_5,cheese,none,Fri,mid
american,city_9,web,budget,promo_4,cheese,none,Wed,mid
chinese,city_17,ios,new,promo_8,sesame,extra_hot,Tue,mid
indian,city_16,android,budget,promo_8,yogurt,medium,Mon,high
korean,city_7,web,family,promo_1,miso,extra_hot,Wed,very_high
vietnamese,city_4,android,budget,promo_4,cilantro,hot,Fri,low
chinese,city_15,ios,budget,promo_1,soy,hot,Thu,mid
chinese,city_10,ios,vip,promo_3,garlic,none,Sun,mid
mexican,city_9,android,vip,none,lemon,mild,Tue,mid
american,city_6,web,vip,promo_5,cheese,none,Wed,high
mexican,city_10,ios,budget,promo_5,cilantro,medium,Sun,mid
italian,city_19,android,budget,promo_7,yogurt,none,Fri,mid
thai,city_11,android,student,promo_5,basil,medium,Sat,high
american,city_2,android,vip,promo_5,onion,medium,Thu,mid
vietnamese,city_14,ios,budget,promo_8,garlic,hot,Mon,mid
american,city_1,ios,family,promo_3,lemon,mild,Wed,low
american,city_10,ios,student,promo_6,garlic,extra_hot,Fri,low
mediterranean,city_3,ios,family,promo_8,basil,mild,Sat,very_high
thai,city_15,android,budget,promo_3,fish_sauce,medium,Wed,low
japanese,city_17,web,returning,promo_5,sesame,hot,Thu,mid
indian,city_5,desktop_app,budget,promo_4,cumin,extra_hot,Fri,mid
japanese,city_8,web,returning,promo_4,ginger,extra_hot,Thu,mid
thai,city_1,ios,returning,promo_1,fish_sauce,medium,Sat,high
chinese,city_6,android,family,promo_8,ginger,hot,Tue,high
mexican,city_20,desktop_app,returning,promo_8,lemon,mild,Sun,low
japanese,city_12,ios,returning,promo_8,garlic,hot,Fri,mid
korean,city_16,ios,returning,promo_3,soy,extra_hot,Fri,high
korean,city_13,android,family,promo_6,ginger,extra_hot,Sat,mid
italian,city_4,desktop_app,budget,promo_3,lemon,mild,Mon,mid
mexican,city_6,ios,budget,none,tomato,hot,Sat,low
chinese,city_15,ios,vip,promo_5,ginger,extra_hot,Wed,mid
mexican,city_1,android,vip,none,tomato,hot,Thu,mid
chinese,city_6,web,vip,none,garlic,medium,Fri,high
american,city_12,android,returning,promo_4,tomato,mild,Sat,mid
indian,city_7,tablet,student,promo_6,mint,medium,Wed,very_high
chinese,city_13,ios,student,promo_7,ginger,extra_hot,Sat,mid
vietnamese,city_4,android,budget,promo_2,cilantro,medium,Sat,mid
american,city_11,web,family,none,onion,none,Wed,high
japanese,city_12,ios,vip,promo_5,garlic,extra_hot,Mon,mid
chinese,city_8,ios,returning,promo_8,garlic,extra_hot,Sun,high
american,city_11,web,new,promo_3,onion,medium,Sat,high
american,city_14,ios,returning,promo_6,tomato,medium,Thu,high
american,city_4,web,student,promo_5,cheese,extra_hot,Sat,high
japanese,city_19,web,returning,promo_6,garlic,medium,Wed,mid
thai,city_10,android,student,promo_6,lemon,hot,Sun,mid
korean,city_12,web,budget,none,sesame,medium,Tue,high
vietnamese,city_13,ios,new,promo_8,basil,medium,Tue,mid
mediterranean,city_17,android,vip,promo_1,yogurt,mild,Wed,high
japanese,city_16,web,vip,none,soy,extra_hot,Sat,high
chinese,city_1,web,returning,promo_3,ginger,extra_hot,Tue,mid
italian,city_13,android,student,promo_8,cheese,none,Mon,mid
american,city_14,web,new,none,onion,none,Thu,low
vietnamese,city_3,ios,returning,promo_1,fish_sauce,medium,Fri,low
american,city_4,web,vip,promo_5,lemon,none,Fri,mid
chinese,city_19,ios,budget,promo_4,sesame,mild,Sat,mid
mexican,city_19,tablet,vip,promo_4,onion,hot,Tue,high
italian,city_17,android,new,promo_5,yogurt,mild,Mon,high
american,city_12,android,student,promo_5,garlic,hot,Mon,high
vietnamese,city_20,android,student,promo_2,fish_sauce,medium,Fri,mid
mexican,city_2,tablet,new,promo_4,lemon,mild,Sun,mid
korean,city_6,ios,budget,promo_5,sesame,extra_hot,Thu,very_high
vietnamese,city_20,android,budget,promo_8,garlic,medium,Wed,low
japanese,city_9,web,vip,promo_6,sesame,hot,Tue,mid
thai,city_17,android,vip,promo_7,fish_sauce,medium,Wed,mid
thai,city_5,android,student,promo_8,lemon,mild,Fri,low
vietnamese,city_10,web,returning,promo_8,fish_sauce,mild,Tue,mid
chinese,city_4,web,new,promo_1,ginger,extra_hot,Mon,high
mexican,city_18,web,budget,promo_4,cilantro,medium,Sat,mid
chinese,city_1,ios,vip,promo_4,sesame,none,Thu,mid
korean,city_3,android,returning,promo_6,ginger,medium,Fri,high
japanese,city_14,web,family,promo_1,ginger,hot,Mon,high
mexican,city_6,desktop_app,returning,promo_7,onion,hot,Tue,mid
korean,city_2,android,vip,promo_8,garlic,extra_hot,Wed,high
vietnamese,city_7,android,budget,promo_8,lemon,medium,Mon,low
italian,city_9,web,new,none,tomato,none,Wed,high
indian,city_18,tablet,vip,promo_5,yogurt,hot,Sun,mid
italian,city_8,android,student,promo_2,oregano,mild,Fri,mid
italian,city_4,android,student,promo_8,basil,mild,Thu,high
vietnamese,city_5,ios,student,promo_5,cilantro,medium,Wed,mid
thai,city_7,android,new,promo_3,basil,hot,Sun,mid
american,city_19,web,family,promo_3,onion,mild,Fri,high
korean,city_10,web,budget,promo_4,miso,mild,Fri,mid
thai,city_13,ios,vip,promo_3,lemon,hot,Sat,low
chinese,city_7,web,family,promo_4,soy,mild,Mon,high
thai,city_17,web,returning,promo_3,fish_sauce,medium,Mon,low
mediterranean,city_6,web,student,promo_7,tomato,mild,Fri,high
chinese,city_15,web,vip,promo_5,sesame,hot,Fri,high
indian,city_13,android,student,promo_4,mint,medium,Tue,high
vietnamese,city_3,android,budget,none,fish_sauce,medium,Mon,high
vietnamese,city_17,web,budget,promo_5,lemon,hot,Fri,low
japanese,city_17,ios,new,promo_3,ginger,none,Sat,high
vietnamese,city_17,ios,budget,promo_6,garlic,medium,Mon,high
mediterranean,city_19,web,family,promo_5,lemon,mild,Mon,mid
thai,city_20,android,new,promo_6,lemon,medium,Sun,mid
mexican,city_3,android,family,promo_5,onion,medium,Mon,mid
chinese,city_16,ios,budget,promo_8,miso,extra_hot,Sun,mid
american,city_9,android,vip,promo_8,lemon,hot,Wed,mid
italian,city_17,tablet,student,promo_4,oregano,none,Mon,mid
japanese,city_10,web,returning,promo_8,sesame,hot,Sun,high
italian,city_5,tablet,family,promo_6,lemon,medium,Wed,mid
mexican,city_1,android,budget,promo_3,chili,hot,Sat,high
korean,city_17,android,budget,promo_3,miso,none,Mon,mid
vietnamese,city_14,web,student,none,lemon,medium,Fri,mid
chinese,city_8,ios,new,promo_4,sesame,medium,Sat,very_high
korean,city_13,ios,student,promo_2,sesame,mild,Sun,mid
vietnamese,city_6,android,new,promo_6,cilantro,mild,Fri,low
japanese,city_7,ios,returning,promo_7,miso,mild,Fri,mid
korean,city_6,web,returning,promo_7,ginger,none,Sat,mid
american,city_14,ios,vip,promo_2,cheese,extra_hot,Fri,low
mediterranean,city_4,ios,family,promo_7,basil,mild,Sat,mid
american,city_13,web,vip,promo_7,tomato,medium,Mon,mid
thai,city_3,web,student,promo_5,cilantro,hot,Tue,high
korean,city_3,web,budget,promo_6,sesame,hot,Sat,mid
mexican,city_11,ios,returning,promo_6,tomato,hot,Fri,mid
thai,city_18,web,student,promo_8,fish_sauce,mild,Sat,low
indian,city_1,web,budget,promo_7,turmeric,hot,Sun,mid
american,city_11,web,returning,promo_5,onion,none,Fri,high
vietnamese,city_17,android,student,promo_2,lemon,hot,Fri,mid
mexican,city_17,ios,returning,promo_3,tomato,medium,Wed,mid
indian,city_13,desktop_app,vip,promo_5,turmeric,extra_hot,Thu,high
thai,city_11,android,vip,promo_5,garlic,mild,Sat,mid
indian,city_3,android,budget,promo_4,turmeric,hot,Sun,mid
chinese,city_1,android,returning,promo_5,garlic,medium,Thu,very_high
american,city_14,android,family,promo_7,onion,extra_hot,Wed,low
chinese,city_17,web,returning,promo_7,ginger,extra_hot,Sat,high
mexican,city_6,tablet,vip,promo_7,chili,medium,Sun,low
vietnamese,city_10,ios,new,promo_3,lemon,medium,Sat,low
mexican,city_18,tablet,budget,promo_7,chili,mild,Wed,low
korean,city_13,ios,budget,promo_4,ginger,hot,Wed,very_high
american,city_16,ios,budget,promo_4,garlic,hot,Sat,low
thai,city_4,ios,vip,promo_7,lemon,medium,Wed,low
mexican,city_6,tablet,vip,promo_2,chili,hot,Tue,mid
vietnamese,city_11,ios,vip,promo_8,basil,hot,Tue,low
japanese,city_16,web,new,promo_6,sesame,mild,Mon,high
mediterranean,city_18,android,budget,promo_4,tomato,mild,Sat,high
